trans_date_trans_time,cc_num,merchant,category,trans_num,unix_time,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,amt,merch_lat,merch_long,is_fraud
2026-07-05 21:25:08,1000000000987654,"fraud_Johnson, Home",home,txn_1036086,1783286,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,80.76,33.49413,-72.49674,0
2026-07-06 07:25:03,1000000000987654,"fraud_Brown, Shopping Net",shopping_net,txn_1011746,1783322,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,30.18,33.8699,-72.6945,0
2026-07-06 12:19:31,1000000000987654,"fraud_Garcia, Entertainment",entertainment,txn_1038567,1783340,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,72.47,33.74275,-72.61805,0
2026-07-07 19:30:05,1000000000987654,"fraud_Garcia, Kids Pets",kids_pets,txn_1017855,1783452,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,42.95,33.60337,-72.45541,0
2026-07-09 23:39:32,1000000000987654,"fraud_Williams, Grocery Pos",grocery_pos,txn_1014147,1783640,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,53.22,33.59411,-72.7122,0
2026-07-12 05:49:42,1000000000987654,"fraud_Jones, Shopping Pos",shopping_pos,txn_1034428,1783835,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,35.73,33.52232,-72.54763,0
2026-07-12 16:28:25,1000000000987654,"fraud_Smith, Shopping Pos",shopping_pos,txn_1040019,1783873,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,17.32,33.808,-72.66064,0
2026-07-15 20:33:53,1000000000987654,"fraud_Jones, Gas Transport",gas_transport,txn_1047494,1784147,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,8.82,33.79024,-72.6326,0
2026-07-16 06:00:45,1000000000987654,"fraud_Davis, Shopping Pos",shopping_pos,txn_1000965,1784181,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,18.53,33.52307,-72.62068,0
2026-07-20 09:38:12,1000000000987654,"fraud_Williams, Grocery Pos",grocery_pos,txn_1019047,1784540,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,44.66,33.66887,-72.7213,0
2026-07-21 01:00:14,1000000000987654,"fraud_Miller, Food Dining",food_dining,txn_1032035,1784595,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,23.34,33.90002,-72.71176,0
2026-07-22 03:24:56,1000000000987654,"fraud_Miller, Health Fitness",health_fitness,txn_1025214,1784690,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,13.6,33.56488,-72.5338,0
2026-07-22 09:28:41,1000000000987654,"fraud_Martinez, Gas Transport",gas_transport,txn_1047889,1784712,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,13.47,33.5322,-72.72902,0
2026-07-22 11:00:21,1000000000987654,"fraud_Brown, Entertainment",entertainment,txn_1035433,1784718,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,99.83,33.62647,-72.63195,0
2026-07-22 12:00:06,1000000000987654,"fraud_Miller, Shopping Net",shopping_net,txn_1011413,1784721,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,39.37,33.62211,-72.21125,0
2026-07-23 20:31:46,1000000000987654,"fraud_Rodriguez, Entertainment",entertainment,txn_1012564,1784838,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,60.01,33.69266,-72.38398,0
2026-07-23 21:16:54,1000000000987654,"fraud_Martinez, Gas Transport",gas_transport,txn_1013404,1784841,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,25.63,33.39721,-72.56013,0
2026-07-25 03:39:22,1000000000987654,"fraud_Miller, Entertainment",entertainment,txn_1003362,1784950,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,58.54,33.80905,-72.56304,0
2026-07-26 01:26:47,1000000000987654,"fraud_Johnson, Food Dining",food_dining,txn_1032067,1785029,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,54.05,33.5945,-72.55808,0
2026-07-26 18:00:04,1000000000987654,"fraud_Garcia, Travel",travel,txn_1002757,1785088,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,85.36,33.65888,-72.4083,0
2026-07-28 07:28:51,1000000000987654,"fraud_Johnson, Gas Transport",gas_transport,txn_1000593,1785223,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,40.83,33.45226,-72.54113,0
2026-07-28 09:03:19,1000000000987654,"fraud_Davis, Personal Care",personal_care,txn_1032280,1785229,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,53.79,33.81861,-72.424,0
2026-07-29 06:48:54,1000000000987654,"fraud_Miller, Grocery Pos",grocery_pos,txn_1008288,1785307,Robert,Miller,F,566 Main St,Metropolis,NY,47194,33.614422733489334,-72.56285606668436,1196,Consultant,1991-01-27,34.19,33.76506,-72.57858,0
2026-07-01 17:33:04,1000000001975308,"fraud_Brown, Shopping Net",shopping_net,txn_1002320,1782927,Jennifer,Johnson,F,5151 Main St,Metropolis,NY,93104,41.28566928930904,-120.92960629661827,17860,Doctor,2002-10-19,11.14,41.17454,-120.92155,0
2026-07-05 17:17:35,1000000001975308,"fraud_Jones, Grocery Pos",grocery_pos,txn_1035080,1783271,Jennifer,Johnson,F,5151 Main St,Metropolis,NY,93104,41.28566928930904,-120.92960629661827,17860,Doctor,2002-10-19,27.73,41.17141,-120.78694,0
2026-07-06 07:09:35,1000000001975308,"fraud_Miller, Shopping Pos",shopping_pos,txn_1047291,1783321,Jennifer,Johnson,F,5151 Main St,Metropolis,NY,93104,41.28566928930904,-120.92960629661827,17860,Doctor,2002-10-19,22.14,41.23678,-120.92809,0
2026-07-09 04:16:10,1000000001975308,"fraud_Davis, Grocery Pos",grocery_pos,txn_1003131,1783570,Jennifer,Johnson,F,5151 Main St,Metropolis,NY,93104,41.28566928930904,-120.92960629661827,17860,Doctor,2002-10-19,17.73,41.18695,-120.87954,0
2026-07-10 04:26:26,1000000001975308,"fraud_Jones, Entertainment",entertainment,txn_1013198,1783657,Jennifer,Johnson,F,5151 Main St,Metropolis,NY,93104,41.28566928930904,-120.92960629661827,17860,Doctor,2002-10-19,15.54,41.22914,-121.02527,0
2026-07-11 05:22:49,1000000001975308,"fraud_Rodriguez, Grocery Pos",grocery_pos,txn_1026242,1783747,Jennifer,Johnson,F,5151 Main St,Metropolis,NY,93104,41.28566928930904,-120.92960629661827,17860,Doctor,2002-10-19,11.32,41.17345,-120.94032,0
2026-07-17 03:56:20,1000000001975308,"fraud_Miller, Shopping Pos",shopping_pos,txn_1045278,1784260,Jennifer,Johnson,F,5151 Main St,Metropolis,NY,93104,41.28566928930904,-120.92960629661827,17860,Doctor,2002-10-19,13.83,41.45538,-121.10332,0
2026-07-18 07:19:21,1000000001975308,"fraud_Rodriguez, Food Dining",food_dining,txn_1015993,1784359,Jennifer,Johnson,F,5151 Main St,Metropolis,NY,93104,41.28566928930904,-120.92960629661827,17860,Doctor,2002-10-19,13.81,41.33883,-120.86802,0
2026-07-19 08:56:40,1000000001975308,"fraud_Smith, Misc Net",misc_net,txn_1038510,1784451,Jennifer,Johnson,F,5151 Main St,Metropolis,NY,93104,41.28566928930904,-120.92960629661827,17860,Doctor,2002-10-19,13.64,41.28404,-120.89222,0
2026-07-25 14:46:05,1000000001975308,"fraud_Jones, Health Fitness",health_fitness,txn_1031430,1784990,Jennifer,Johnson,F,5151 Main St,Metropolis,NY,93104,41.28566928930904,-120.92960629661827,17860,Doctor,2002-10-19,13.79,41.38991,-121.05479,0
2026-07-28 23:08:30,1000000001975308,"fraud_Williams, Grocery Pos",grocery_pos,txn_1017596,1785280,Jennifer,Johnson,F,5151 Main St,Metropolis,NY,93104,41.28566928930904,-120.92960629661827,17860,Doctor,2002-10-19,9.95,41.58212,-120.98423,0
2026-07-29 16:57:55,1000000001975308,"fraud_Martinez, Grocery Pos",grocery_pos,txn_1019924,1785344,Jennifer,Johnson,F,5151 Main St,Metropolis,NY,93104,41.28566928930904,-120.92960629661827,17860,Doctor,2002-10-19,8.95,41.26738,-120.98136,0
2026-07-30 09:43:01,1000000001975308,"fraud_Davis, Entertainment",entertainment,txn_1042111,1785404,Jennifer,Johnson,F,5151 Main St,Metropolis,NY,93104,41.28566928930904,-120.92960629661827,17860,Doctor,2002-10-19,28.75,41.31191,-120.81894,0
2026-07-01 15:57:19,1000000002962962,"fraud_Jones, Grocery Pos",grocery_pos,txn_1031743,1782921,John,Miller,F,1628 Main St,Metropolis,NY,21394,31.698270224554964,-90.18364947443627,22035,Doctor,1961-11-15,81.41,31.69648,-90.24454,0
2026-07-02 06:00:19,1000000002962962,"fraud_Jones, Shopping Pos",shopping_pos,txn_1041216,1782972,John,Miller,F,1628 Main St,Metropolis,NY,21394,31.698270224554964,-90.18364947443627,22035,Doctor,1961-11-15,54.99,31.68306,-90.30032,0
2026-07-02 16:24:30,1000000002962962,"fraud_Miller, Grocery Pos",grocery_pos,txn_1022600,1783009,John,Miller,F,1628 Main St,Metropolis,NY,21394,31.698270224554964,-90.18364947443627,22035,Doctor,1961-11-15,133.37,31.9664,-90.23463,0
2026-07-02 23:57:42,1000000002962962,"fraud_Martinez, Misc Net",misc_net,txn_1023470,1783036,John,Miller,F,1628 Main St,Metropolis,NY,21394,31.698270224554964,-90.18364947443627,22035,Doctor,1961-11-15,207.56,31.90116,-90.22065,0
2026-07-03 05:13:51,1000000002962962,"fraud_Miller, Grocery Pos",grocery_pos,txn_1015928,1783055,John,Miller,F,1628 Main St,Metropolis,NY,21394,31.698270224554964,-90.18364947443627,22035,Doctor,1961-11-15,75.52,31.65242,-89.88231,0
2026-07-04 23:15:54,1000000002962962,"fraud_Davis, Gas Transport",gas_transport,txn_1048383,1783206,John,Miller,F,1628 Main St,Metropolis,NY,21394,31.698270224554964,-90.18364947443627,22035,Doctor,1961-11-15,426.28,31.81137,-90.29979,1
2026-07-04 23:58:36,1000000002962962,"fraud_Davis, Personal Care",personal_care,txn_1031715,1783209,John,Miller,F,1628 Main St,Metropolis,NY,21394,31.698270224554964,-90.18364947443627,22035,Doctor,1961-11-15,39.58,31.74864,-90.18633,0
